,epsilon,attack,accuracy,robust_accuracy
0,,,0.4803,
1,0.0294154416360868,FGSM,0.4803,0.094
2,0.0588308832721737,FGSM,0.4803,0.0863
3,0.1176617665443474,FGSM,0.4803,0.0727
4,0.0294154416360868,PGD_foolbox_0.007353860409021716_20_True,0.4803,0.3872
5,0.0588308832721737,PGD_foolbox_0.014707720818043432_20_True,0.4803,0.2924
6,0.11766176654434746,PGD_foolbox_0.029415441636086864_20_True,0.4803,0.1478
