,epsilon,attack,accuracy,robust_accuracy
0,,,0.8589361702127659,
1,0.1,FGSM,0.8589361702127659,0.8013829787234042
2,0.2,FGSM,0.8589361702127659,0.7640957446808511
3,0.3,FGSM,0.8589361702127659,0.7263297872340425
4,0.1,PGD_foolbox_0.01_40_True,0.8589361702127659,0.7952127659574468
5,0.2,PGD_foolbox_0.01_40_True,0.8589361702127659,0.7422872340425531
6,0.3,PGD_foolbox_0.01_40_True,0.8589361702127659,0.7085106382978723
