,epsilon,attack,accuracy,robust_accuracy
0,,,0.8089893617021277,
1,0.1,FGSM,0.8089893617021277,0.6972340425531914
2,0.2,FGSM,0.8089893617021277,0.5908510638297872
3,0.3,FGSM,0.8089893617021277,0.4665957446808511
4,0.1,PGD_foolbox_0.01_40_True,0.8089893617021277,0.6848936170212766
5,0.2,PGD_foolbox_0.01_40_True,0.8089893617021277,0.5299468085106382
6,0.3,PGD_foolbox_0.01_40_True,0.8089893617021277,0.3448936170212766
