,epsilon,attack,accuracy,robust_accuracy
0,,,0.8459042553191489,
1,0.1,FGSM,0.8459042553191489,0.7784574468085106
2,0.2,FGSM,0.8459042553191489,0.7276595744680852
3,0.3,FGSM,0.8459042553191489,0.7066489361702127
4,0.1,PGD_foolbox_0.01_40_True,0.8459042553191489,0.772127659574468
5,0.2,PGD_foolbox_0.01_40_True,0.8459042553191489,0.7001595744680851
6,0.3,PGD_foolbox_0.01_40_True,0.8459042553191489,0.6445744680851064
